competition,year,match_id,date,time,stage,group,team_a,team_b,score_a,score_b,score_status,stadium,city,country,source,source_file,team_a_key,team_b_key,actual_result,is_group_stage,is_knockout_placeholder,odds_match_id,odds_source,odds_aggregate_method,n_bookmakers,odds_team_a,odds_draw,odds_team_b,odds_overround,market_p_a,market_p_d,market_p_b,market_pred_result,external_overall_a,fifa_rank_a,fifa_points_a,fifa_overall_a,elo_external_rank_a,elo_external_rating_a,elo_external_overall_a,external_overall_b,fifa_rank_b,fifa_points_b,fifa_overall_b,elo_external_rank_b,elo_external_rating_b,elo_external_overall_b,elo_pre_a,elo_pre_b,elo_join_direction,external_overall_diff,fifa_rank_diff,fifa_points_diff,elo_external_rating_diff,elo_pre_diff,model_elo_diff,neutral,recent_matches_a,recent_points_per_match_a,recent_goals_for_a,recent_goals_against_a,recent_matches_b,recent_points_per_match_b,recent_goals_for_b,recent_goals_against_b,recent_points_per_match_diff,recent_goals_for_diff,recent_goals_against_diff
FIFA World Cup,2026,WC2026_020,2026-06-13,21:00:00,Group D,Group D,Australia,Turkey,2,0,final,NA,Vancouver,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,australia,turkey,A,TRUE,FALSE,WC2026_020,OddsChecker,median_complete_bookmakers,8,5.1,3.75,1.69,1.0544610743705767,0.18595132256502797,0.252893798688438,0.561154878746534,B,92.66580086580086,27,1579.34,91.6952380952381,23,1839,93.63636363636364,93.61198347107438,22,1605.73,93.1,21,1849,94.12396694214875,1766.570465567262,1792.0378682907103,direct,-0.9461826052735205,5,-26.3900000000001,-10,-25.46740272344823,-25.46740272344823,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_025,2026-06-14,12:00:00,Group E,Group E,Germany,Curaçao,7,1,final,NA,Houston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,germany,curacao,A,TRUE,FALSE,WC2026_025,OddsChecker,median_complete_bookmakers,8,1.04,17,36,1.0481397687280039,0.9173761841947476,0.05612183715073751,0.026501978654514934,A,96.76050767414404,10,1735.77,96.47142857142858,9,1939,97.04958677685951,76.28465171192444,82,1294.77,76.24285714285715,94,1427,76.32644628099173,1888.338193055572,1501.8813931588095,direct,20.475855962219597,-72,441,512,386.4567998967625,386.4567998967625,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_026,2026-06-14,19:00:00,Group E,Group E,Ivory Coast,Ecuador,1,0,final,NA,Philadelphia,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,ivory coast,ecuador,A,TRUE,FALSE,WC2026_026,OddsChecker,median_complete_bookmakers,8,3.525,2.8,2.38,1.0609988676321593,0.26737817722230023,0.3366100266816458,0.3960117960960539,B,90.1163321526958,33,1540.87,90.00952380952381,37,1743,90.22314049586775,94.20291223927588,23,1598.52,92.81904761904762,15,1890,95.58677685950413,1730.9513270120888,1826.8976130669027,direct,-4.086580086580071,10,-57.65000000000009,-147,-95.94628605481398,-95.94628605481398,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_031,2026-06-14,15:00:00,Group F,Group F,Netherlands,Japan,2,2,final,NA,Dallas,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,netherlands,japan,D,TRUE,FALSE,WC2026_031,OddsChecker,median_complete_bookmakers,8,1.975,3.54,3.74,1.0561946687746502,0.4793899542320839,0.26745625977637455,0.25315378599154165,A,97.1633608815427,8,1753.57,97.03333333333332,8,1944,97.29338842975208,95.27099567099566,18,1661.58,94.22380952380952,12,1910,96.3181818181818,1872.297759554628,1861.6833410820989,direct,1.892365210547041,-10,91.99000000000001,34,10.614418472529223,10.614418472529223,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_032,2026-06-14,20:00:00,Group F,Group F,Sweden,Tunisia,5,1,final,NA,Monterrey,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,sweden,tunisia,A,TRUE,FALSE,WC2026_032,OddsChecker,median_complete_bookmakers,8,1.87,3.45,4.3,1.0571725702874217,0.5058392293922087,0.2741795243372262,0.2199812462705652,A,89.6577528532074,38,1509.79,88.6047619047619,35,1755,90.7107438016529,84.77359307359308,45,1476.41,86.63809523809525,67,1585,82.9090909090909,1710.198081509128,1673.2020880146872,direct,4.884159779614322,-7,33.37999999999988,170,36.99599349444088,36.99599349444088,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_037,2026-06-15,12:00:00,Group G,Group G,Belgium,Egypt,NA,NA,scheduled,NA,Seattle,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,belgium,egypt,NA,TRUE,FALSE,WC2026_037,OddsChecker,median_complete_bookmakers,8,1.6150000000000002,4,5.625,1.0469728242174061,0.5914146309408421,0.23878365724236503,0.16980171181679293,A,96.4133805588351,9,1742.24,96.75238095238096,13,1894,96.07438016528926,89.21542699724517,29,1562.37,91.13333333333333,49,1696,87.29752066115702,1849.625930713755,1727.4801688959808,direct,7.197953561589927,-20,179.87000000000012,198,122.1457618177742,122.1457618177742,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_038,2026-06-15,18:00:00,Group G,Group G,Iran,New Zealand,NA,NA,scheduled,NA,Los Angeles,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,iran,new zealand,NA,TRUE,FALSE,WC2026_038,OddsChecker,median_complete_bookmakers,8,1.83,3.4,4.6,1.0579570388383437,0.5165125495376485,0.27800528401585206,0.20548216644649933,A,92.55202676111767,20,1619.58,93.66190476190476,30,1772,91.44214876033058,78.54504132231405,85,1275.58,75.4,72,1562,81.69008264462809,1804.6460087689711,1607.97349886262,direct,14.006985438803625,-65,344,210,196.67250990635102,196.67250990635102,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_043,2026-06-15,12:00:00,Group H,Group H,Spain,Cape Verde,NA,NA,scheduled,NA,Atlanta,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,spain,cape verde,NA,TRUE,FALSE,WC2026_043,OddsChecker,median_complete_bookmakers,8,1.0950000000000002,11,25.5,1.0433667863160208,0.8752837651243884,0.08713052025556414,0.03758571462004728,A,98.8595238095238,2,1874.71,98.7190476190476,1,2157,99,81.5612160566706,67,1371.11,80.45714285714286,68,1578,82.66528925619835,1981.4262221595457,1591.2628668141642,direct,17.29830775285319,-65,503.60000000000014,579,390.16335534538143,390.16335534538143,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_044,2026-06-15,18:00:00,Group H,Group H,Saudi Arabia,Uruguay,NA,NA,scheduled,NA,Miami,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,saudi arabia,uruguay,NA,TRUE,FALSE,WC2026_044,OddsChecker,median_complete_bookmakers,8,7.7,4.365,1.44,1.0534096487704736,0.1232854948895832,0.21747956715917313,0.6592349379512435,B,82.28217237308147,61,1423.88,82.14285714285714,69,1576,82.42148760330579,95.30814639905547,16,1673.07,94.78571428571428,14,1892,95.8305785123967,1641.3250768652254,1817.2239861586236,direct,-13.025974025974008,45,-249.18999999999983,-316,-175.89890929339822,-175.89890929339822,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_049,2026-06-16,15:00:00,Group I,Group I,France,Senegal,NA,NA,scheduled,NA,East Rutherford,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,france,senegal,NA,TRUE,FALSE,WC2026_049,OddsChecker,median_complete_bookmakers,8,1.4649999999999999,4.33,7,1.056397881729523,0.6461522390955149,0.21861732800806677,0.13523043289641845,A,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,94.717217630854,15,1684.07,95.06666666666666,20,1860,94.36776859504133,1939.42080939676,1784.8688344013499,direct,3.758028335301063,-12,186.6300000000001,203,154.5519749954101,154.5519749954101,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_050,2026-06-16,18:00:00,Group I,Group I,Iraq,Norway,NA,NA,scheduled,NA,Boston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,iraq,norway,NA,TRUE,FALSE,WC2026_050,OddsChecker,median_complete_bookmakers,8,13.75,7.05,1.19,1.0549073788122598,0.06894185611741359,0.1344610668956648,0.7965970769869217,B,83.57548209366391,57,1446.28,83.26666666666667,63,1607,83.88429752066116,93.68860684769776,31,1557.44,90.57142857142856,10,1914,96.80578512396694,1681.0974847968955,1764.8834205594549,direct,-10.113124754033848,26,-111.16000000000008,-307,-83.78593576255935,-83.78593576255935,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_055,2026-06-16,20:00:00,Group J,Group J,Argentina,Algeria,NA,NA,scheduled,NA,Kansas City,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,argentina,algeria,NA,TRUE,FALSE,WC2026_055,OddsChecker,median_complete_bookmakers,8,1.3849999999999998,4.55,8.75,1.0560875947157538,0.6836759225868494,0.20810794566654642,0.10821613174660413,A,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,91.42821723730816,28,1571.03,91.41428571428573,30,1772,91.44214876033058,1988.7619146618763,1789.224624722174,direct,7.449881936245561,-27,306.24,343,199.5372899397023,199.5372899397023,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_056,2026-06-16,21:00:00,Group J,Group J,Austria,Jordan,NA,NA,scheduled,NA,Santa Clara,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,austria,jordan,NA,TRUE,FALSE,WC2026_056,OddsChecker,median_complete_bookmakers,8,1.33,5.225,8.7,1.0582097877923649,0.710520454376717,0.18085975202316432,0.10861979360011881,A,92.96532861078316,24,1597.4,92.53809523809524,24,1830,93.39256198347108,84.07353404171587,63,1387.74,81.58095238095238,52,1680,86.56611570247935,1778.6311851583862,1649.050957853507,direct,8.891794569067287,-39,209.66000000000008,150,129.58022730487914,129.58022730487914,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_061,2026-06-17,12:00:00,Group K,Group K,Portugal,DR Congo,NA,NA,scheduled,NA,Houston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,portugal,dr congo,NA,TRUE,FALSE,WC2026_061,OddsChecker,median_complete_bookmakers,8,1.28,5.6,10.25,1.0573824041811848,0.7388528472865822,0.16888065080836165,0.09226650190505611,A,97.95049193231011,5,1767.85,97.87619047619047,5,1989,98.02479338842976,86.09592680047226,46,1474.43,86.35714285714286,55,1652,85.83471074380165,1901.474582874876,1631.288952203541,direct,11.854565131837859,-41,293.41999999999985,337,270.18563067133505,270.18563067133505,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_062,2026-06-17,20:00:00,Group K,Group K,Uzbekistan,Colombia,NA,NA,scheduled,NA,Mexico City,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,uzbekistan,colombia,NA,TRUE,FALSE,WC2026_062,OddsChecker,median_complete_bookmakers,8,8.5,4.574999999999999,1.38,1.0608639749556275,0.11089740211835378,0.20603888918164093,0.6830637087000053,B,86.99683195592286,50,1458.73,85.23333333333333,43,1714,88.7603305785124,96.70478158205432,13,1698.35,95.62857142857143,6,1982,97.7809917355372,1716.6072603732607,1883.990621897216,direct,-9.707949626131466,37,-239.6199999999999,-268,-167.38336152395527,-167.38336152395527,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_067,2026-06-17,15:00:00,Group L,Group L,England,Croatia,NA,NA,scheduled,NA,Dallas,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,england,croatia,NA,TRUE,FALSE,WC2026_067,OddsChecker,median_complete_bookmakers,8,1.72,3.725,4.8,1.0581850580094687,0.5494269120855484,0.25369511108379683,0.19687797683065486,A,98.2128689492326,4,1828.02,98.15714285714286,4,2024,98.26859504132231,96.37622983077527,11,1714.87,96.1904761904762,11,1912,96.56198347107438,1899.799019557692,1836.942634190004,direct,1.8366391184573274,-7,113.15000000000009,112,62.85638536768806,62.85638536768806,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_068,2026-06-17,19:00:00,Group L,Group L,Ghana,Panama,NA,NA,scheduled,NA,Toronto,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,ghana,panama,NA,TRUE,FALSE,WC2026_068,OddsChecker,median_complete_bookmakers,8,2.15,3.3,3.4,1.062264229158894,0.43785365853658537,0.28526829268292686,0.27687804878048783,A,79.13364817001181,73,1346.88,78.77142857142857,81,1510,79.49586776859505,89.61015348288075,34,1539.16,89.72857142857143,40,1730,89.49173553719008,1571.6234978029845,1694.2336531155102,direct,-10.476505312868937,39,-192.27999999999997,-220,-122.61015531252565,-122.61015531252565,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_003,2026-06-18,12:00:00,Group A,Group A,Czech Republic,South Africa,NA,NA,scheduled,NA,Atlanta,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,czech republic,south africa,NA,TRUE,FALSE,WC2026_003,OddsChecker,median_complete_bookmakers,8,1.7650000000000001,3.7,4.45,1.0615616093542055,0.5337158323811377,0.25459687679802917,0.21168729082083326,A,88.27969303423849,40,1505.74,88.04285714285714,44,1712,88.51652892561984,81.08173947264856,60,1428.38,82.42380952380952,80,1511,79.7396694214876,1711.5955653429842,1626.8795865548725,direct,7.197953561589927,-20,77.3599999999999,201,84.71597878811167,84.71597878811167,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_004,2026-06-18,19:00:00,Group A,Group A,Mexico,South Korea,NA,NA,scheduled,NA,Guadalajara,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,mexico,south korea,NA,TRUE,FALSE,WC2026_004,OddsChecker,median_complete_bookmakers,8,1.975,3.29,4.05,1.0571940619521192,0.4789367743790661,0.2875076381150929,0.23355558750584093,A,95.34529712711532,14,1687.48,95.34761904761903,16,1881,95.34297520661156,92.5810507674144,25,1591.63,92.25714285714284,26,1786,92.90495867768595,1828.0619329354597,1802.8037404865252,direct,2.7642463597009197,-11,95.84999999999991,95,25.25819244893455,25.25819244893455,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_009,2026-06-18,12:00:00,Group B,Group B,Switzerland,Bosnia & Herzegovina,NA,NA,scheduled,NA,Los Angeles,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,switzerland,bosnia and herzegovina,NA,TRUE,FALSE,WC2026_009,OddsChecker,median_complete_bookmakers,5,1.56,3.9,5.6,1.076007326007326,0.5957446808510638,0.23829787234042557,0.16595744680851066,A,94.27721369539552,19,1650.06,93.94285714285716,19,1865,94.61157024793388,82.95785123966942,64,1387.22,81.3,59,1616,84.61570247933884,1796.8853055458276,1601.9564860196351,direct,11.319362455726093,-45,262.8399999999999,249,194.92881952619246,194.92881952619246,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_010,2026-06-18,15:00:00,Group B,Group B,Canada,Qatar,NA,NA,scheduled,NA,Vancouver,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,canada,qatar,NA,TRUE,FALSE,WC2026_010,OddsChecker,median_complete_bookmakers,5,1.25,5.6,11.5,1.065527950310559,0.7508015155931216,0.16758962401632177,0.08160886039055669,A,90.9034632034632,30,1559.48,90.85238095238095,33,1767,90.95454545454544,80.42463597009052,56,1450.31,83.54761904761905,90,1447,77.30165289256198,1756.0082006593311,1594.6066828693697,direct,10.478827233372684,-26,109.17000000000007,320,161.40151778996142,161.40151778996142,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_015,2026-06-19,18:00:00,Group C,Group C,Scotland,Morocco,NA,NA,scheduled,NA,Boston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,scotland,morocco,NA,TRUE,FALSE,WC2026_015,OddsChecker,median_complete_bookmakers,8,4.15,3.3,1.91,1.0675543678760735,0.22571576930652293,0.28385467958244553,0.49042955111103154,B,90.31485635576544,42,1503.34,87.48095238095237,25,1794,93.14876033057853,95.59722550177096,7,1755.1,97.31428571428572,22,1840,93.8801652892562,1699.5537810216522,1851.0501849963855,direct,-5.2823691460055215,35,-251.76,-46,-151.4964039747333,-151.4964039747333,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_016,2026-06-19,20:30:00,Group C,Group C,Brazil,Haiti,NA,NA,scheduled,NA,Philadelphia,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,brazil,haiti,NA,TRUE,FALSE,WC2026_016,OddsChecker,median_complete_bookmakers,8,1.0750000000000002,11,29.5,1.0550399541333713,0.8817036307441498,0.0861664911863601,0.03212987806949021,A,97.56621408894136,6,1765.86,97.5952380952381,7,1978,97.53719008264464,78.3383903974813,83,1293.1,75.96190476190476,75,1536,80.71487603305786,1918.660336162879,1584.324172101369,direct,19.22782369146006,-77,472.76,442,334.3361640615101,334.3361640615101,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_021,2026-06-19,12:00:00,Group D,Group D,USA,Australia,NA,NA,scheduled,NA,Seattle,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,usa,australia,NA,TRUE,FALSE,WC2026_021,OddsChecker,median_complete_bookmakers,8,1.51,4.15,5.775,1.076375684210999,0.6152606987908505,0.2238659410058275,0.16087336020332194,A,93.33915781188507,17,1671.23,94.5047619047619,27,1780,92.17355371900828,92.66580086580086,27,1579.34,91.6952380952381,23,1839,93.63636363636364,1783.2690206583018,1766.570465567262,direct,0.6733569460842119,-10,91.8900000000001,-59,16.69855509103968,16.69855509103968,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_022,2026-06-19,20:00:00,Group D,Group D,Turkey,Paraguay,NA,NA,scheduled,NA,Santa Clara,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,turkey,paraguay,NA,TRUE,FALSE,WC2026_022,OddsChecker,median_complete_bookmakers,8,2,3.2,4,1.0625,0.47058823529411764,0.29411764705882354,0.23529411764705882,A,93.61198347107438,22,1605.73,93.1,21,1849,94.12396694214875,89.96772924045652,41,1505.35,87.76190476190476,27,1780,92.17355371900828,1792.0378682907103,1721.2353419142476,direct,3.644254230617861,-19,100.38000000000011,69,70.80252637646277,70.80252637646277,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_027,2026-06-20,16:00:00,Group E,Group E,Germany,Ivory Coast,NA,NA,scheduled,NA,Toronto,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,germany,ivory coast,NA,TRUE,FALSE,WC2026_027,OddsChecker,median_complete_bookmakers,8,1.53,4.225,5.5,1.0720993435925563,0.6096401188453895,0.22076908445762033,0.16959079669699018,A,96.76050767414404,10,1735.77,96.47142857142858,9,1939,97.04958677685951,90.1163321526958,33,1540.87,90.00952380952381,37,1743,90.22314049586775,1888.338193055572,1730.9513270120888,direct,6.644175521448233,-23,194.9000000000001,196,157.38686604348322,157.38686604348322,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_028,2026-06-20,19:00:00,Group E,Group E,Ecuador,Curaçao,NA,NA,scheduled,NA,Kansas City,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,ecuador,curacao,NA,TRUE,FALSE,WC2026_028,OddsChecker,median_complete_bookmakers,8,1.19,6.325,13.5,1.0725129753262745,0.7835207160996245,0.1474133837404827,0.06906590015989282,A,94.20291223927588,23,1598.52,92.81904761904762,15,1890,95.58677685950413,76.28465171192444,82,1294.77,76.24285714285715,94,1427,76.32644628099173,1826.8976130669027,1501.8813931588095,direct,17.918260527351435,-59,303.75,463,325.01621990809326,325.01621990809326,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_033,2026-06-20,12:00:00,Group F,Group F,Netherlands,Sweden,NA,NA,scheduled,NA,Houston,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,netherlands,sweden,NA,TRUE,FALSE,WC2026_033,OddsChecker,median_complete_bookmakers,8,1.62,3.925,5,1.0720610206809782,0.5757918054190444,0.2376516496251852,0.1865565449557704,A,97.1633608815427,8,1753.57,97.03333333333332,8,1944,97.29338842975208,89.6577528532074,38,1509.79,88.6047619047619,35,1755,90.7107438016529,1872.297759554628,1710.198081509128,direct,7.505608028335303,-30,243.77999999999997,189,162.0996780455,162.0996780455,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_034,2026-06-20,22:00:00,Group F,Group F,Tunisia,Japan,NA,NA,scheduled,NA,Monterrey,Mexico,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,tunisia,japan,NA,TRUE,FALSE,WC2026_034,OddsChecker,median_complete_bookmakers,8,5.25,3.55,1.68,1.067404426559356,0.17844800502670435,0.2639019792648445,0.5576500157084512,B,84.77359307359308,45,1476.41,86.63809523809525,67,1585,82.9090909090909,95.27099567099566,18,1661.58,94.22380952380952,12,1910,96.3181818181818,1673.2020880146872,1861.6833410820989,direct,-10.497402597402584,27,-185.16999999999985,-325,-188.48125306741167,-188.48125306741167,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_039,2026-06-21,12:00:00,Group G,Group G,Belgium,Iran,NA,NA,scheduled,NA,Los Angeles,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,belgium,iran,NA,TRUE,FALSE,WC2026_039,OddsChecker,median_complete_bookmakers,8,1.395,4.6,7.65,1.0649561367323928,0.6731224445879062,0.20413169786959331,0.12274585754250056,A,96.4133805588351,9,1742.24,96.75238095238096,13,1894,96.07438016528926,92.55202676111767,20,1619.58,93.66190476190476,30,1772,91.44214876033058,1849.625930713755,1804.6460087689711,direct,3.8613537977174275,-11,122.66000000000008,122,44.97992194478388,44.97992194478388,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_040,2026-06-21,18:00:00,Group G,Group G,New Zealand,Egypt,NA,NA,scheduled,NA,Vancouver,Canada,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,new zealand,egypt,NA,TRUE,FALSE,WC2026_040,OddsChecker,median_complete_bookmakers,8,4.675,3.55,1.72,1.076989232997788,0.19861270360160357,0.261553349109154,0.5398339472892423,B,78.54504132231405,85,1275.58,75.4,72,1562,81.69008264462809,89.21542699724517,29,1562.37,91.13333333333333,49,1696,87.29752066115702,1607.97349886262,1727.4801688959808,direct,-10.670385674931126,56,-286.78999999999996,-134,-119.5066700333607,-119.5066700333607,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_045,2026-06-21,12:00:00,Group H,Group H,Spain,Saudi Arabia,NA,NA,scheduled,NA,Atlanta,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,spain,saudi arabia,NA,TRUE,FALSE,WC2026_045,OddsChecker,median_complete_bookmakers,8,1.105,9,23,1.059566747546287,0.8541013368542665,0.10486466413599604,0.04103399900973758,A,98.8595238095238,2,1874.71,98.7190476190476,1,2157,99,82.28217237308147,61,1423.88,82.14285714285714,69,1576,82.42148760330579,1981.4262221595457,1641.3250768652254,direct,16.577351436442328,-59,450.8299999999999,581,340.1011452943203,340.1011452943203,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_046,2026-06-21,18:00:00,Group H,Group H,Uruguay,Cape Verde,NA,NA,scheduled,NA,Miami,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,uruguay,cape verde,NA,TRUE,FALSE,WC2026_046,OddsChecker,median_complete_bookmakers,8,1.4249999999999998,4.33,7,1.0755584110391452,0.6524558580569474,0.21472277083860275,0.13282137110444997,A,95.30814639905547,16,1673.07,94.78571428571428,14,1892,95.8305785123967,81.5612160566706,67,1371.11,80.45714285714286,68,1578,82.66528925619835,1817.2239861586236,1591.2628668141642,direct,13.746930342384871,-51,301.96000000000004,314,225.96111934445935,225.96111934445935,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_051,2026-06-22,17:00:00,Group I,Group I,France,Iraq,NA,NA,scheduled,NA,Philadelphia,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,france,iraq,NA,TRUE,FALSE,WC2026_051,OddsChecker,median_complete_bookmakers,8,1.11,8.7,22,1.0612979750910785,0.8488670684814859,0.10830372942694821,0.042829202091565884,A,98.47524596615506,3,1870.7,98.43809523809524,3,2063,98.51239669421489,83.57548209366391,57,1446.28,83.26666666666667,63,1607,83.88429752066116,1939.42080939676,1681.0974847968955,direct,14.89976387249115,-54,424.4200000000001,456,258.32332459986446,258.32332459986446,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_052,2026-06-22,20:00:00,Group I,Group I,Norway,Senegal,NA,NA,scheduled,NA,East Rutherford,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,norway,senegal,NA,TRUE,FALSE,WC2026_052,OddsChecker,median_complete_bookmakers,8,2.1,3.425,3.3049999999999997,1.0707331399271283,0.4447331070960264,0.27268307296398703,0.28258381993998655,A,93.68860684769776,31,1557.44,90.57142857142856,10,1914,96.80578512396694,94.717217630854,15,1684.07,95.06666666666666,20,1860,94.36776859504133,1764.8834205594549,1784.8688344013499,direct,-1.028610783156239,16,-126.62999999999988,54,-19.985413841895024,-19.985413841895024,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
FIFA World Cup,2026,WC2026_057,2026-06-22,12:00:00,Group J,Group J,Argentina,Austria,NA,NA,scheduled,NA,Dallas,United States,openfootball/worldcup,data/raw/matches/openfootball_worldcup_2026.txt,argentina,austria,NA,TRUE,FALSE,WC2026_057,OddsChecker,median_complete_bookmakers,8,1.62,3.79,5.5,1.0629543751795292,0.5807247846484727,0.2482253696914316,0.1710498456600956,A,98.87809917355372,1,1877.27,99,2,2115,98.75619834710744,92.96532861078316,24,1597.4,92.53809523809524,24,1830,93.39256198347108,1988.7619146618763,1778.6311851583862,direct,5.912770562770561,-23,279.8699999999999,285,210.1307295034901,210.1307295034901,TRUE,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
