reference_date,team,country_code,confederation,rank,previous_rank,points,previous_points,matches,source,source_url,source_api_url,source_schedule_id,collection_status,collected_at
2026-06-11,Gibraltar,GIB,UEFA,202,203,820.26,810.14,39,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Guam,GUM,AFC,203,201,819.54,825.43,8,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Seychelles,SEY,CAF,204,204,804.16,804.16,28,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Turks and Caicos Islands,TCA,CONCACAF,205,205,803.98,803.98,11,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Liechtenstein,LIE,UEFA,206,206,797.7,803.57,38,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Bahamas,BAH,CONCACAF,207,207,786.82,786.82,20,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,US Virgin Islands,VIR,CONCACAF,208,209,779.76,779.76,14,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,British Virgin Islands,VGB,CONCACAF,209,208,777.41,782.14,22,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,Anguilla,AIA,CONCACAF,210,210,760.25,760.25,16,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
2026-06-11,San Marino,SMR,UEFA,211,211,721.2,726.33,38,FIFA/Coca-Cola Men's World Ranking,https://inside.fifa.com/fifa-world-ranking/men,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,id15136,ok,2026-06-15T14:12:32-0300
